,0
156,636.7213697507565
157,636.8379125232689
158,637.0419686083422
159,637.9681662290936
160,640.331436356001
161,643.5851250685753
162,632.861559956652
163,629.8497860609338
164,633.0834707449284
165,642.0373046289582
166,649.3548545081844
167,655.0318970091197
168,659.0615416680309
169,661.4342309309377
170,662.3901504041389
171,664.089338170577
172,665.8763799690518
173,651.7149807768868
174,642.419661103501
175,638.355709761269
176,631.753946293263
177,623.4788351111034
178,617.7436997532373
179,614.1052782086201
180,611.560565706787
181,610.1798502358733
182,608.222064789419
183,606.2542517575497
184,601.1746861580523
185,595.3469326420206
186,590.5522964117247
187,586.2448067586561
188,581.0981678048855
189,568.5206418803458
190,547.2354632464002
191,541.0741821291048
192,535.9036117189347
193,530.9080925859382
194,528.0372471591782
195,523.0945802535048
196,516.8222441878496
197,508.88286999243434
198,499.90410082423875
199,476.82696782055785
200,467.93149303415953
201,459.0510834106287
202,450.5225123174901
203,445.16561135554076
204,438.90064562887665
205,430.4801889149517
206,424.0460163079368
207,413.42276016473716
208,404.6070237369026
209,388.5082309234318
210,371.7834390024506
211,353.3732214228723
212,331.93345597086864
213,311.49161944675643
214,287.15702338452246
215,263.1946933643297
216,237.36297256745016
217,214.314028306381
218,191.1552015687977
219,171.53324407755963
220,166.06577285962678
221,144.55193381869364
222,123.49498713949305
223,101.63048578126164
224,79.37898626933172
225,58.687550825725154
226,38.12264948977661
227,19.290479080079926
228,1.776267562867213
229,-15.320951147589831
230,-29.692123218087886
231,-42.551203602189176
232,-52.93334497351043
233,-62.227155334545174
234,-70.23966547828346
235,-76.44203863087013
236,-81.07033302219519
237,-85.19144592417018
238,-87.43648484026023
239,-89.70513759523004
240,-88.48555421565187
241,-87.01272058747418
242,-83.91099468853278
243,-80.47501081588631
244,-61.07028223491319
245,-53.36776758140474
246,-45.816813409316566
247,-38.50045346479568
248,-28.775683416638344
249,-29.53344560205499
250,-11.823754406556608
251,8.949665208919136
252,30.49620710175352
253,50.99161873385315
254,72.08546914562959
255,93.83601928511253
256,115.91913871696003
257,138.42811317186303
258,161.9153787224988
259,185.99531249463791
260,210.93334362256007
261,235.62195889200888
262,259.98801685355687
263,300.2838001834773
264,336.489548529807
265,367.9890910288698
266,394.15471298593684
267,421.2950278986488
268,463.1713726906736
269,497.88725236056763
270,526.1672723209359
271,555.0385899370335
272,582.8746056355205
273,610.0589782515608
274,637.66758199126
275,664.7430178689533
276,692.2892737132618
277,721.6450486398952
278,753.3278696169132
279,782.5198631747462
280,810.369043532349
281,836.4240891115433
282,861.2520455704464
283,885.7644835570051
284,909.6710251006848
285,934.1056389312283
286,958.198339350309
287,980.556820530726
288,1001.3616066862895
289,1021.9157731142687
290,1042.4751932909714
291,1063.5540910335199
292,1081.6308404303204
293,1096.722158608047
294,1110.511221645279
295,1119.9382519620299
296,1129.3013754969616
297,1138.1490156559207
298,1147.0376385544196
299,1155.1530084322399
300,1161.891062121528
301,1166.3188416226192
302,1168.618797541882
303,1168.9457208293336
304,1164.3651899928602
305,1157.6393845729558
306,1150.900805941254
307,1139.8802141381286
308,1131.015794377897
309,1118.0325389993752
310,1109.199574015217
311,1100.3505702655814
312,1091.2586647784565
313,1084.2647362968064
314,1074.2561472063976
315,1068.9815481155847
316,1063.99619630901
317,1060.3032564357338
318,1053.5589059441893
319,1046.6553980611109
320,1037.8740569758686
321,1013.606970254409
322,1004.2472568698959
323,993.9013342843525
324,985.342686417405
325,991.798055967731
326,983.0668610788563
327,974.8090227848205
328,965.4850739043433
329,956.3814012897552
330,947.6090410953768
331,931.5474062439196
332,908.6446109429125
333,901.166383095803
334,880.0812394661974
335,874.734379810537
336,869.6803747297357
337,864.9691092000181
338,859.9296943828269
339,854.6711383931752
340,850.2279478139078
341,846.5782680846154
342,843.4818115875123
343,839.5943372525526
344,836.2190479412384
345,833.4450811857503
346,830.4966447067981
347,827.7083541099911
348,824.660598432198
349,821.3732798849252
350,832.7113012087923
351,816.2902350772489
352,814.7840975261165
353,813.7206716478025
354,813.7310252168235
355,813.3964660455114
356,811.2909939362813
357,809.902457654547
358,807.9564181540736
359,805.6231813167901
360,818.5688337175494
361,802.2072522412252
362,788.1510646885454
363,788.2189118431729
364,788.1376574319347
365,787.6810611862946
366,786.9067947161125
367,787.0610625200259
368,773.0542538974248
369,760.1659789419181
370,738.7017500171419
371,740.4446748213851
372,742.7630262829778
373,744.9108815248954
374,746.8937798402434
375,748.9007172481562
376,751.1525420823177
377,752.8990932528267
378,754.4813013511588
379,756.2396756645389
380,758.0464318432954
381,760.7496954605665
382,764.0787465218959
383,767.0837909075863
384,769.4511812461191
385,771.7338558214576
386,766.7928741298867
387,755.8277080920291
388,761.3890688429736
389,767.1420860252684
390,773.0674113138748
391,778.8846015709436
392,783.9826869630494
393,789.2345668510413
394,794.432202866223
395,800.0526217800269
396,806.1811503726391
397,812.4876260226894
398,818.6662205074617
399,839.1583471427688
400,844.1336475301426
401,847.8899079557111
402,852.2716428885651
403,857.1074131570481
404,861.5197411781096
405,865.9536425853328
406,871.2922034693072
407,875.6911805108105
408,879.1517803513046
409,882.0381649512104
410,883.8436679034545
411,885.3641539212863
412,885.7619184436172
413,885.2781335121623
414,883.9904462125728
415,882.5154970227297
416,879.6181337045849
417,876.0200746531143
418,872.2200996839825
419,868.8339355707166
420,865.1811301724802
421,860.2621689739059
422,855.3957067091037
423,850.3023394858534
424,845.7462960934325
425,840.6067079264069
426,820.2907582889524
427,815.6237626138771
428,810.1682780346927
429,805.4916873743502
430,800.9434815620317
431,796.5283747074053
432,800.8366617851962
433,813.5751295720332
434,812.816330190409
435,828.3596201821271
436,829.5959575554449
437,830.7113278067662
438,830.4419598055177
439,829.4653303410981
440,827.700415870112
441,826.2650953064217
442,824.0730235616115
443,821.5114517239568
444,817.96194979987
445,814.0417128857705
446,810.4100966879408
447,806.766102877481
448,803.1205759709263
449,799.601434463734
450,796.9383618950799
451,794.2811051019381
452,806.7905717067076
453,805.1132627117506
454,802.5972954707788
455,799.1134280251074
456,793.3000364486992
457,788.9339915632179
458,783.8542890399287
459,779.2752940717738
460,775.2686728682414
461,754.7023204870601
462,762.9317718486452
463,771.9955912254105
464,776.0473862442474
465,787.388618244983
466,783.629011538309
467,780.0056618356427
468,774.6780280768471
469,785.0672226303764
470,780.443034068544
471,791.9118176002675
472,789.0372839100493
473,786.560810880833
474,783.667269937877
475,781.1723171917338
476,779.4839924428629
477,777.8352756966635
478,776.5611032089665
479,775.9610315044865
480,775.8867680534374
481,776.1795209735884
482,776.5770406304376
483,777.6140119463142
484,765.2148201166787
485,761.1794774739883
486,764.1514378191407
487,774.8914893090107
488,794.1575499626991
489,798.9978913236116
490,803.8883783212862
491,808.770192605884
492,813.5849525811321
493,804.742629141522
494,810.9121239453532
495,817.6336949447868
496,823.6749087549756
497,828.5738421320816
498,832.5728134040576
499,837.2209781489892
500,826.1550547432842
501,828.8740787099787
502,831.2620571074488
503,832.8165852039017
504,833.554345535759
505,834.1438275096867
506,833.9354878006377
507,833.1354045925855
508,826.2116314196328
509,813.7837533174545
510,829.1061760535024
511,828.962660332146
512,828.7199571499032
513,828.1505386347628
514,827.2852773395146
515,833.4836874279076
516,846.0126752916738
517,841.6045556296049
518,835.9500509239858
519,828.584994946644
520,820.5926898781339
521,811.8280478284045
522,802.4565592425056
523,792.7760649435264
524,783.1036260466399
525,773.8211198218871
526,764.6606058930159
527,755.7260797669608
528,745.4005255255116
529,733.0504325578903
530,721.7526233832556
531,711.3293457978358
532,701.1540843605253
533,692.104033244631
534,683.3244433963517
535,674.7946769581251
536,666.2286856849382
537,658.8217358444239
538,651.2163600722445
539,643.5137905702853
540,635.5596732084646
541,628.8334738135919
542,621.8161948564614
543,628.4688090732564
544,618.8319699685969
545,609.4135670872489
546,600.6476350799073
547,592.8937079863858
548,585.5459843076092
549,578.528635918803
550,572.20105574224
551,566.8699579336493
552,561.7971811764262
553,557.4933240146539
554,553.2777231094233
555,548.1844752656801
556,542.3569232562813
557,538.423255403759
558,534.3125538794566
559,530.4241454402869
560,526.2616460671439
561,520.6983285218806
562,516.3383482792947
563,514.3811337666532
564,512.812547089501
565,503.50586993845775
566,484.1683775237059
567,478.0802153715523
568,472.8001682838586
569,469.28361040156324
570,466.27934903211826
571,463.7992322665902
572,463.15368046712126
573,448.4218233193706
574,438.25053558293064
575,433.1446900171928
576,432.4626240701106
577,435.31012206388925
578,442.1508513129493
579,435.4037221064936
580,444.5117761764307
581,454.17209428410035
582,464.1861162749954
583,475.0071794774131
584,485.11654703459584
585,511.136620405592
586,531.6229443462518
587,545.8739073440572
588,560.8447470644472
589,576.5106933878252
590,592.2728353360465
591,607.6611352815655
592,622.9262364424571
593,638.2481054370515
594,669.5763128191159
595,687.5954728127476
596,705.5847475054944
597,724.1619126541582
598,743.4257720375285
599,763.5770022023622
600,783.3778753009519
601,803.1355234188089
602,823.2909211337185
603,829.7308018474413
604,851.9517915627167
605,874.5889269456084
606,896.7709781854652
607,918.2470110767662
608,938.4245766667627
609,964.3534902096422
610,997.0611597669824
611,1000.8949418169634
612,1017.8893035654778
613,1034.0889380233841
614,1049.667035756973
615,1064.565787417849
616,1070.305811515136
617,1052.715332454046
618,1064.2876937562594
619,1074.787955470941
620,1085.88298644473
621,1096.471514699064
622,1106.721376796977
623,1117.4739053738667
624,1127.675778426732
625,1137.827554014566
626,1147.69088722315
627,1157.7584918343343
628,1167.4222779910403
629,1176.9309401054238
630,1188.4293591666374
631,1199.0722558848427
632,1208.8222301698572
633,1218.8295103219023
634,1227.554381472808
635,1236.5184112600105
636,1245.195627606753
637,1252.9087119071614
638,1259.467778107184
639,1266.2203465972668
640,1272.6203690351126
641,1278.7558147055054
642,1282.4786980659367
643,1285.981485448239
644,1273.2374598624897
645,1275.2416095154576
646,1278.1937969314313
647,1267.2243959525952
648,1270.2971779176994
649,1272.7638543162573
650,1274.5969515913948
651,1275.9938490014256
652,1275.5551222490142
653,1274.3435084375458
654,1270.7420556367979
655,1266.0658394198183
656,1261.6365214481173
657,1257.7410518980205
658,1254.3292924946888
659,1250.0004555941935
660,1245.8039667635614
661,1241.311291231189
662,1237.9794962669685
663,1219.3711685892881
664,1213.906122848829
665,1206.9603754371215
666,1199.2000323497555
667,1192.2149329078009
668,1186.2196348058444
669,1166.3602392298612
670,1161.3299867941535
671,1155.9026820984213
672,1150.8651589255528
673,1144.924180082911
674,1154.804018675676
675,1162.9604098848656
676,1169.335351076959
677,1173.8379615286065
678,1175.1900795291058
679,1173.6241471715964
680,1187.6050794895993
681,1172.8672248645248
682,1172.4808926540065
683,1172.214409834206
684,1171.0614565788258
685,1170.014681719858
686,1168.1774119680824
687,1165.735604252611
688,1162.7407627305429
689,1173.3376025740956
690,1168.9653551699837
691,1164.8358231016612
692,1160.6277275128539
693,1156.7854896303784
694,1152.8119380914115
695,1135.5807870097342
696,1126.0638322826753
697,1123.2540742532124
698,1120.7363302813187
699,1118.3634070922308
700,1115.3036101614503
701,1112.0886583508225
702,1108.3678119003605
703,1103.5647373319473
704,1113.7093005008228
705,1109.2504182576054
706,1102.61033220925
707,1094.5446238517354
708,1086.722997089888
709,1078.7536465517082
710,1070.701223139376
711,1062.7790079487597
712,1054.5548099589714
713,1045.835957979369
714,1036.6053015525001
715,1027.6856170128492
716,1019.0117446098774
717,1010.1724916283542
718,1016.4527322656616
719,1009.4842044560501
720,1004.0089811596071
721,998.9267094824008
722,993.2354070757964
723,987.2023587105506
724,980.2229508522164
725,987.6014827524236
726,989.8252370709972
727,987.4329531172277
728,980.6266275166083
729,970.4141628883947
730,960.7609138211114
731,951.7119270287074
732,943.3993531971881
733,935.8006491858079
734,928.3005104471104
735,920.6411444012489
736,910.9513813294878
737,900.9555336852333
738,889.9011651229675
739,877.8423748396825
740,864.3908340928322
741,865.3890632344555
742,851.4049330052385
743,838.2339080922562
744,818.5454962925805
745,793.64901601582
746,784.5166706387978
747,775.0319763032609
748,780.6642376056557
749,773.9916647666381
750,768.4505273715048
751,763.2998001255094
752,758.2874965970716
753,752.8635641393772
754,747.846694624059
755,744.6550537239398
756,742.2629314467214
757,739.7637853845005
758,736.8072672133003
759,733.301697762642
760,730.6403279785674
761,727.3521160431192
762,724.8340503141835
763,721.9944455346113
764,734.9499759766373
765,733.9520073774632
766,733.6445936020314
767,733.1730988209486
768,732.9304528981362
769,732.6344264764176
770,746.9109467417765
771,747.9678273635807
772,750.1918864464969
773,745.1609285499798
774,733.4250930594574
775,736.6697658316208
776,739.5437915532095
777,741.9125259082422
778,743.8675618033664
779,745.5420655631563
780,746.5107550859504
781,746.9019851812801
782,763.2399174150507
783,765.6049141529887
784,767.67630863363
785,770.696926635472
786,773.5842314254236
787,776.6691375822456
788,780.0032363106833
789,784.2545050130302
790,773.4768312480052
791,775.3817446779373
792,777.2133879309345
793,779.6956100468888
794,781.3955699119786
795,782.6977151321214
796,798.1038736943867
797,807.2021328840245
798,809.685564968927
799,810.7095732710283
800,811.0589318458977
801,811.1130878692042
802,811.0703024050293
803,810.8201948265207
804,810.362167059369
805,822.7679725428252
806,820.0839064784078
807,818.667391967928
808,818.2504812922601
809,817.650453365631
810,816.9620039823133
811,816.9274305152207
812,816.5243680166781
813,816.7761360924486
814,817.2650474954219
815,818.2299961465494
816,818.7442585500377
817,818.7683737304907
818,818.9621843206226
819,818.9602746466701
820,818.1673816940431
821,816.9553005969786
822,814.7737724702672
823,812.5292550643189
824,811.2036600463533
825,811.4414431553798
826,796.147653083793
827,783.2657124944491
828,773.9602479900805
829,767.6660305638028
830,764.5877917119516
831,761.1022682347319
832,742.8527019731373
833,738.8888711916621
834,734.3301565272886
835,729.0912465980408
836,723.113995024552
837,718.1715414415931
838,712.971760092848
839,708.3044664413089
840,704.5579345446139
841,701.6567835119193
842,683.0505569078124
843,678.3740936340915
844,687.3712405042983
845,703.013131174365
846,726.0569639096321
847,733.8992569454786
848,727.1357533559675
849,721.1636431939074
850,714.2002541215714
851,706.5696472498255
852,698.7243073557062
853,691.2556666895173
854,684.3836153254945
855,677.2509202448292
856,668.1905605187188
857,659.1659455712893
858,649.793278543225
859,641.0644979953498
860,632.2624945514984
861,622.4667945007309
862,612.3412124074011
863,601.4555375693012
864,591.2465049166035
865,581.2369894326604
866,571.0789394393139
867,560.4770957007522
868,550.3575658781128
869,540.0416884183096
870,529.6617336133303
871,519.6792961901355
872,509.00812328890356
873,497.9632797796837
874,495.26727776635136
875,501.30062028634995
876,493.59491723240825
877,486.7350274405587
878,480.04287250825695
879,473.1222165949268
880,466.9760930083261
881,461.57904692645434
882,457.0480918668163
883,452.7370961285336
884,448.65928567707664
885,445.40409709178243
886,441.05503161595976
887,436.70564449847194
888,432.96305271298587
889,429.53289362396544
890,425.4611695000684
891,422.0030379021063
892,418.6418166384119
893,414.96423751791144
894,411.20426353706785
895,407.8670098183735
896,404.49689140454893
897,400.6951948116954
898,397.72009762220307
899,394.608097524415
900,392.20840206854695
901,389.6606036428813
902,387.7043934299269
903,385.9423094892453
904,384.4691408062909
905,383.88227529177266
906,368.99035340540036
907,367.52017707636617
908,365.92674289529987
909,365.1563067580738
910,365.40532920515545
911,365.90961271599815
912,366.2573520069268
913,366.8929453154882
914,367.49510103375474
915,368.56113194984977
916,370.0780294590803
917,372.1156668231235
918,374.66878137312506
919,377.69190994051485
920,379.3802091914906
921,381.6865551361134
922,384.7002984877759
923,387.7328752701353
924,390.956808270673
925,394.63977398843184
926,398.14148552723407
927,401.8202963450739
928,405.6089659486439
929,408.5768640341738
930,411.52667947448583
931,414.6449591082701
932,417.722909049187
933,435.96231543758074
934,440.7268476434281
935,445.7674562224344
936,451.1889857376738
937,456.6921000599533
938,462.66170309123214
939,468.9246387820276
940,475.4216318887108
941,481.63224196014465
942,488.123766468346
943,494.09239325991075
944,499.8724330992556
945,490.8674978160028
946,479.98246217367006
947,467.2294310271301
948,452.971694989649
949,451.6719057469397
950,449.9912215242627
951,447.589043358226
952,444.4911351919854
953,441.76077480103345
954,438.72253217290097
955,435.802566868091
956,432.7228917371189
957,430.38804001341384
958,427.91522941241305
959,425.7367676210729
960,421.265511672393
961,416.3354952112397
962,412.4318382632754
963,408.93136480117124
964,406.4613720648291
965,403.5811105466387
966,400.4396741913395
967,397.5811696481525
968,395.33232187449676
969,392.6672218135155
970,389.87450659275873
971,386.9984126381998
972,384.55314312996103
973,382.76999805850284
974,381.07009021535094
975,364.4844539944566
976,364.1636631803499
977,364.1122490243705
978,363.3601510597838
979,362.5596461758555
980,362.33393155186656
981,362.16073659482936
982,361.89446632825434
983,361.55120814067135
984,361.5599853118717
985,361.8222894375749
986,361.9341021821584
987,363.22093550588653
988,378.6832468558766
989,378.32181664202454
990,378.18407798058485
991,378.5792248253224
992,378.038250184667
993,378.1399141967244
994,378.3394443119226
995,377.7287660701482
996,376.50809667554825
997,375.2193924582462
998,375.049511785717
999,375.26882098824467
1000,375.5208343956468
1001,375.8675466377093
1002,376.4614896634826
1003,377.09838150767405
1004,377.0168775631308
1005,377.3640613762582
1006,376.6173870534551
1007,376.12670447219676
1008,376.1309180879189
1009,376.0921813439941
1010,375.49404556927453
1011,373.3809511357449
1012,372.43330848362865
1013,371.8479750886407
1014,371.04146278716047
1015,369.92032508753033
1016,368.4836571783632
1017,367.04142546810453
1018,365.2659694593002
1019,363.1407318131509
1020,360.40550035582703
1021,363.92718880831205
1022,371.82448343327366
1023,383.2119806638536
1024,380.0607906242692
1025,390.491662390585
1026,394.74574019275855
1027,393.3231870181234
1028,386.9430724664738
1029,381.4257138101833
1030,376.7208001324419
1031,372.7793326069103
1032,369.75717633172303
1033,366.76580678921005
1034,363.9481172478482
1035,361.3060559880502
1036,358.5182866150992
1037,355.37061942356627
1038,352.05777169216174
1039,348.5549642045469
1040,344.6729287820316
1041,340.5597524064345
1042,336.26717659215126
1043,331.74342591153703
1044,327.6277875758713
1045,323.49717585639956
1046,319.86173914720274
1047,323.88668173349646
1048,334.71585598303403
1049,330.8266527655419
1050,324.6505169316688
1051,315.94300289486955
1052,307.4181362675841
1053,300.0543423211931
1054,292.9442470392376
1055,286.14425704055253
1056,278.7197024273003
1057,292.29971350220757
1058,283.3012386547897
1059,274.68458923572194
1060,265.83880436755516
1061,258.31589539842605
1062,251.12596353534016
1063,243.85740971290915
1064,236.14196283270246
1065,227.24174772720949
1066,218.72494209279034
1067,210.3109480475979
1068,202.41297779420563
1069,194.38870682145085
1070,187.83564202668458
1071,181.354155160094
1072,175.02364215370955
1073,168.531642803762
1074,161.68068255204517
1075,134.27393770699967
1076,135.3888279692224
1077,133.2131745592206
1078,132.01157415620546
1079,130.62194589079576
1080,129.2390925527733
1081,128.28009201987504
1082,127.7679472922957
1083,126.45867025959303
1084,124.14858530883865
1085,122.02071534171957
1086,119.50527616676216
1087,116.90582422245664
1088,112.88410173181235
1089,93.93363092137402
1090,90.39961202810964
1091,85.87121640212402
1092,83.37093955065775
1093,81.08269534920815
1094,78.15686845753625
1095,74.95177820909998
1096,71.54151648420131
1097,68.68407382240125
1098,66.56411167272461
1099,63.96928580817713
1100,60.558651210778955
1101,57.25998336365114
1102,54.08401462094436
1103,51.7771352636636
1104,49.12593668548126
1105,47.14565407620486
1106,44.75049171764076
1107,42.887135424398046
1108,40.84572226990561
1109,60.37599144241975
1110,56.56605731472229
1111,53.20703572522928
1112,50.69394143403758
1113,48.24028331885094
1114,66.79517649033448
1115,62.7979580561934
1116,58.57963011904871
1117,55.140605257079265
1118,51.50750936873313
1119,49.463499984951916
1120,48.091608193869604
1121,47.4907381657424
1122,42.29426608804129
1123,31.799716691563884
1124,15.246110413220011
1125,-7.877485974378919
1126,-22.700694084650433
1127,-32.83407052636877
1128,-38.62602834620899
1129,-38.65022566223986
1130,-38.827877201278994
1131,-39.198627117681696
1132,-39.80353605105862
1133,-40.60219163846882
1134,-41.80870515274362
1135,-42.80333296692404
1136,-44.64939004627523
1137,-35.57402224571386
1138,-16.629205801252425
1139,-19.218036252781065
1140,-21.78875283474063
1141,-24.279596035952
1142,-27.458054114136573
1143,-30.87600624179332
1144,-31.54517740791092
1145,-29.15556981667505
1146,-27.538890164586622
1147,-25.653746853567156
1148,-31.61023076079076
1149,-46.71200319700402
1150,-49.38968557126924
1151,-49.147153003211265
1152,-45.74238248720208
1153,-41.23237842247155
1154,-35.82062844650109
1155,-29.648665216609853
1156,-23.862869048816698
1157,-17.533252071980915
1158,-34.35003176945912
1159,-31.643175409854447
1160,-49.276889187558254
1161,-44.336432380157284
1162,-39.68072443133081
1163,-35.11156202178501
1164,-30.709094711760372
1165,-25.994753787935615
1166,-20.868656880657763
1167,-16.77692892600279
1168,-12.365070454552061
1169,-9.110294473921194
1170,-4.997505242112984
1171,-2.118109596363736
1172,2.1449043841706876
1173,5.437524914210785
1174,10.091310797291776
1175,15.46908518116716
1176,44.2746095096845
1177,63.58795269764634
1178,72.70558871700747
1179,80.73730695176614
1180,89.81417174740817
1181,99.71146709251202
1182,109.94156967220789
1183,119.05500926605255
1184,129.6610198077886
1185,141.9196761096992
1186,153.71865522474576
1187,165.25434566833013
1188,177.16594839508085
1189,189.38550221067896
1190,202.0282220122345
1191,213.26714066359375
1192,225.3710891880846
1193,234.75893839135352
1194,243.3741821948958
1195,251.83473709872888
1196,259.861756435554
1197,268.1068407130743
1198,276.5938419079836
1199,285.08665861213257
1200,293.9884301170083
1201,302.27950786659795
1202,311.37806533251984
1203,321.0257429902074
1204,329.7520491783852
1205,338.38251820940474
1206,346.93990668330713
1207,355.0119507342903
1208,362.60494378873443
1209,369.7796125732289
1210,354.3040068144853
1211,360.4560199635377
1212,366.83115672299425
1213,372.70489971045856
1214,377.1219779522671
1215,358.59153860928524
1216,361.1706842505617
1217,364.76368854304144
1218,367.05913255115115
1219,370.42294617304043
1220,372.55096847175076
1221,375.9308170870975
1222,378.57309345162656
1223,380.632261724789
1224,382.09322691559913
1225,383.25452909375696
1226,405.9673366083343
1227,408.76332334192716
1228,411.01735792197417
1229,413.386658147777
1230,414.95766950766915
1231,417.3151672408025
1232,419.276369224364
1233,421.2351196727152
1234,423.4237433238423
1235,425.7183529670325
1236,427.9590777995389
1237,431.093439144037
1238,423.82407333452375
1239,405.01445016090173
1240,407.34544921308145
1241,411.34424690001185
1242,416.63678499826665
1243,423.9381661372236
1244,433.5654213214542
1245,442.72121003379317
1246,448.6556245582625
1247,455.13785787120156
1248,461.71795925459696
1249,468.39157073836526
1250,475.59736552908595
1251,483.3227472472401
1252,490.4397250433247
1253,496.9871421671602
1254,503.33061119792796
1255,509.5459831199291
1256,515.7298642099518
1257,520.8455827451127
1258,526.6134333803716
1259,533.0778096370985
1260,540.8005504528056
1261,570.9021436238717
1262,581.8413424452392
1263,593.5037091651594
1264,583.9749140162735
1265,598.3438037884359
1266,612.922140613633
1267,627.2339615760076
1268,641.7947656636958
1269,655.9862057518694
1270,670.3955868899333
1271,682.9480699518349
1272,694.7406685585229
1273,704.1651777751882
1274,715.7603899134309
1275,726.6462914341325
1276,735.6335532932774
1277,742.4145041900225
1278,749.6663255389361
1279,758.0201038974462
1280,765.8637947931117
1281,773.424323600495
1282,801.177203140404
1283,804.8765101316675
1284,807.562654452362
1285,810.0123866896963
1286,811.3634177935537
1287,811.5004480793107
1288,811.5594439744966
1289,809.9045964372137
1290,807.4177681299769
1291,803.1985246425195
1292,797.9536487300866
1293,791.4930737425432
1294,785.0465934321144
1295,777.3993174603669
1296,769.5068471476562
1297,761.4408090588612
1298,753.883978843855
1299,746.9416740568702
1300,739.598900650622
1301,731.1015019406639
1302,722.8688968931463
1303,713.4734159083448
1304,702.8625133085008
1305,691.7730586391574
1306,679.870628278412
1307,666.9591346846557
1308,653.5980983577172
1309,641.1405746448523
1310,627.1355044244884
1311,612.4382507321828
1312,597.6423825097572
1313,581.6515009622098
1314,565.4068443773377
1315,550.861122338875
1316,535.8473041035006
1317,520.1835711327094
1318,504.082427235781
1319,489.09883631150274
1320,473.4886841496864
1321,458.0053878966025
1322,420.1955475660906
1323,391.2576142069822
1324,370.2098615700327
1325,356.67851992028545
1326,344.1897591752168
1327,331.4502310837192
1328,338.9578266024878
1329,324.1258972289687
1330,309.3799159308588
1331,296.1305034869849
1332,284.61546128564396
1333,274.9355977552004
1334,266.0704551338938
1335,257.7892310478441
1336,251.2795726337448
1337,246.61185846104667
1338,243.89642975405812
1339,241.72649193006046
1340,239.25239884803452
1341,236.19184673177298
1342,233.36191811704114
1343,230.62562324123286
1344,227.96013974990535
1345,224.7232828241888
1346,220.40162978427836
1347,217.89408374978368
1348,216.8177698880253
